,tt,"Шабан (Самар өлкәсе) Самар вакыты (Samara Time Zone, SAMT) сәгать поясында урнашкан. UTC белән аермасы +4:00 сәгать тәшкил итә. Мәскәү вакыты белән аермасы +1 сәгатьне тәшкил итә һәм Россиядә MSK+1 итеп күрсәтелә."
,yi,"О статистике землеустройства в России, 1907—1913 гг.// кономическая история России: проблемы, поиски, решения: ежегодник/Науч.-исслед. ин-т проблем экон. истории России XX в. при Волгогр. гос. ун-те. — Волгоград: Изд-во Волгогр. ун-та, 2002. — Вып. 4. — С. 443—483"
,sc,"Rafael Rabello, 7-string guitar; Dininho, bass; Luciano Rabello, cavaquinho; Octeto Brasil (2) Wilson Neves, drums; Marçal, tamborim; Beterlau, agogô; Zizinho, pandeiro; Zeca da Cuíca, cuíca Joao, Jorge, Giancarlo, spala; Marcelo, Cristine, Bernardo, Michel, Vidal, Daltro, Alves, Perrota, Aizik, violin; Jesuina, Stephny, Hindenburgo, Penteado, viola; Iurà, Zamith, Alceu Reis, Marcio Malard, cello (2) Nico Assunção, 6-string bass (3, 12) Serginho Trombone, trombone; Leo Gandelman, baritone sax; Raul Mascarenhas, tenor sax; Zé Carlos, alto sax; Marcio Montarroyos, Bidinho, trumpet, flugelhorn (3, 9) Pedro Sá, electric guitar (4) Daniel Jobim, keyboards (5) Dadi, bass; Marcelo Costa, percussion; Lui Coimbra, cello (6) Léo, timbau (7) Bogam, surdo baixo, surdo; Coelho, timbau, mataca; Tripé, timbau, surdo virado; Nito, timbau, claves; Bit Bit, timbau, surdo virado; Alexandre, bacurinha, surdo; Everaldo, bacurinha, castanola; Cosminho, Popó, bacurinha (7, 11) Celso Fonseca, steel string guitar; Firmino, percussion; Lucas Santana, flute; William Magalhães, keyboards (8) Arthur Maia, bass; Carlinhos Bala, drums (9) Nara Gil, vocals (11)"
,fr,"Henri Houmaire, Roissy-en-France 1000-1800 : Répertoire chronologique de l'histoire du village : Documents et archives. Premier tome 1700-1800, Roissy-en-France, Mairie de Roissy-en-France, 2012, 116 p."
,sr,"Освајач (18) : 1916/17, 1942/43, 1960/61, 1966/67, 1969/70, 1970/71, 1971/72, 1978/79, 1982/83, 1985/86, 1986/87, 1992/93, 1997/98, 1998/99, 2001/02, 2005/06, 2006/07, 2009/10."
,et,"Гейнц Гудериан.Воспоминания немецкого генерала. Танковые войска Германии во Второй мировой войне. 1939–1945.Центрполиграф, 2005.On loetav internetis"
,tt,"Русия дәүләт су реестры мәгълүматы буенча елга Югары Идел бассейн округында урнашкан. Кече елга бассейны — (Югары) Идел елгасы кушылдыклары бассейны Рыбинск сусаклагычына кадәр, елга бассейны — (Югары) Идел Куйбышев сусаклагычына кадәр (Ука бассейныннан тыш)."
,nn,"«Eight Miles High» (1966), «Why» (1966), «I See You» (1966), «Thoughts And Words» (1967), «Mind Gardens» (1967) og «Moog Raga» (1967) av The Byrds"
,es,"Cabañal-Cañamelar (en valenciano y oficialmente[1]​ El Cabanyal-El Canyamelar) es un barrio de la ciudad de Valencia (España), perteneciente al distrito de Poblados Marítimos. Está situado al este de la ciudad y limita al norte con Malvarrosa, al este con el mar Mediterráneo, al sur con Grao y al oeste con Ayora, Illa Perduda y Beteró. Es un antiguo barrio marinero de la ciudad de Valencia, que entre 1837 y 1897 constituyó un municipio independiente llamado Pueblo Nuevo del Mar (El Poble Nou de la Mar en valenciano). Su peculiar trama en retícula deriva de las alineaciones de las antiguas barracas paralelas al mar. Pueblo principalmente de pescadores, pronto se convirtió en una zona de interés como lugar de descanso y ocio. Su población en 2009 era de 21.101 habitantes.[2]​"
,jv,"Pada 9 Fèbruari 2012, Meutya menjadi satu di antara lima Tokoh Pers Inspiratif Indonésia versi Mizan, karena dianggap sebagai tokoh besar di balik perkembangan pers nasional. Meutya menjadi satu-satunya perempuan yang duduk di antara tokoh pers inspiratif tersebut, dan juga yang termuda meraih penghargaan tersebut. Dia terpilih bersama Tirto Adhi Soerjo. Tirto Adhi Soerjo, perintis pertama ariwarta di Indonésia melalui “Medan Prijaji” pada 1 Januari 1907 di Bandung. Selain itu, juga sastrawan dan pendiri Majalah Tempo Goenawan Mohamad, tokoh pers Indonésia Rosihan Anwar, sarta Andy F. Noya yang menjadi host acara ''''Kick Andy'''' di Metro TV. “Kita juga sangsaya sadar bahwa wartawan tak hanya butuh intelektualitas dan wawasan, nanging juga keberanian dan kegigihan. Dan, yang tak kalah pentingnya, Meutya juga menyadarkan pada kita bahwa wartawan bukan hanya profesi kaum priya,” demikian Mizan menyebutkan."
,so,"tiom - isla markaaba, iyo kale, (ti- 'indikvorto' - fakufiiqe (magac-uyaal tilmaame))+ (-om kvanto - qiyaas (intee? meeqa?)) (kiom da kapoj, tiom da opinioj)"
,es,"La infantería del CDF está compuesta por robots humanoides. Estos van armados con fusiles y lanzamisiles de disparo rápido. A pesar de esto, no son rivales para los robots del General ni para el Gigantor, pero poseen un gran valor incluso en las situaciones más desesperadas."
,ka,"Химическое загрязнение почв и их охрана: Словарь-справочник/Сост. Орлов Д.С., Малинина М.С., Мотузова Г.В. и др. М.: Агропромиздат, 1991. 303 с."
,tk,"Li­tiý – ion ak­ku­mul­ýa­torla­ry ama­ly taý­dan äh­li smart­fon­lar­da, plan­şet­ler­de, no­ut­buk­lar­da we aw­tou­lag­lar­da otur­dyl­ýar."
,tt,"Кырымның традицион диннәре булып украиннарның, әрмәннәрнең, грекларның, болгарның һәм русларның күпчелеге тоткан православие, кырым татарларының, татарларның, төрекләрнең күпчелеге тоткан сөнни-ислам дине, яһүд дине, караимчылык, католикчылык, әрмән апостол христианлыгы тора."
,de,"Maués, amtlich Município de Maués, ist eine Gemeinde im brasilianischen Bundesstaat Amazonas in der Mesoregion Central-Amazonas in der Mikroregion Parintins. Die Gemeinde wird Stadt des Guaraná genannt. Die Stadt ist von der Fläche die 24. größte in Brasilien."
,sr,"Oni su iza sebe ostavili neosporno vredna književna dela, kao što su: zbirke pesama Milana Rakića, Sime Pandurevića, V.P. Disa; pripovetke Za kruhom Ive Cipika, Iz starog jevanđelja i Božji ljudi Bore Starikovića; romane Nečista krv Bore Stankovića, Pauci Ive Cipika, Došljaci Milutina Uskokovića, Bespuće Veljka Milicevica; (drame) Koštana i Tašana Bore Stankovića."
,tt,"Җир тетрәү яки Зилзилә — Җир кабыгында энергиянең кинәт бүленеп чыгуы нәтиҗәсендә җир өслегенең тибрәнүе. Җир тетрәвенең сәбәпләре я табигый (тектоник процесслар), я кеше эшчәнлеге нәтиҗәсендә (шартлаулар, тауда казылган чокырларның убуы, сусаклагычларны тутыру) булырга мөмкин. Зур булмаган этүләр шулай ук вулкан атканда лаваның күтәрелүе нәтиҗәсендә дә килеп чыгарга мөмкин."
,it,"Dopo essere stati in tour per le università inglesi nel 2007 i Ting Tings firmano un contratto con la Columbia Records, che produce il singolo Great DJ nel 2008, il quale ottiene un ottimo successo radiofonico in diversi paesi in Europa, ed anticipa il loro album di debutto We Started Nothing, che viene pubblicato il 18 maggio, in contemporanea con un nuovo singolo That's Not My Name e Shut Up and Let Me Go, che porta il gruppo al numero uno nel Regno Unito."
,co,"BRANDANU, Salvatore (a cura di) Alle origini della letteratura gallurese, in La Gallura. Il gallurese, una lingua diversa in Sardegna. San Teodoro: Icimar, 2005"
,sa,"जीरकं गर्भाशयं शुद्धीकरोति । श्वेतप्रदरं (White discharge) निवारयति । प्रसवोत्तरं गर्भाशय विशोधनाय, स्तन्यजननाय, बलार्धनाय च जीरकम् उपयुक्तम् ।"
,tt,"Русия дәүләт су реестры мәгълүматы буенча елга Тын су бассейны округында урнашкан, су хуҗалыгы участогы — [[Медведица (Тын кушылдыгы)|Медведицаелгасы Терса елгасы менән кушылган урынга кадәр. Кече елга бассейны — Тын кушылдыклары бассейны, Хопр һәм Северский Донец тамактары арасында, елга бассейны — Тын (бассейнның Русия өлеше)."
,ru,"14 ноября 1988 года Римский папа Иоанн Павел II издал буллу Catholica Ecclesia, которой учредил епархию Лойко, выделив её из епархии Таунджи."
,co,"Gamisans, J. & Jeanmonod, J. (1993) Catalogu di i pianti vascularii di Corsica - Catalogue des plantes vasculaires de la Corse, Conservatoire et jardin botanique de la ville de Genève: Genève (in francesu)"
,tt,"Русия дәүләт су реестры мәгълүматы буенча елга Двина-Печора су бассейны округында урнашкан, су хуҗалыгы участогы — Мезень елгасы башыннан Малонистогорская авылы янындагы су үлсәү посына кадәр. Кече елга бассейны — Өстәмә бассейны юк, елга бассейны — Мезень."
,de,"Lebensbilder aus Bündens Vergangenheit; Separatdruck aus der Zeitschrift «Rätia»; 1938/39, als Beilage zum Jahresbericht der Bündner Lehrervereins"
,hy,"Jakob Böhme. In։ Ulrich Thieme, Felix Becker u. a.։ Allgemeines Lexikon der Bildenden Künstler von der Antike bis zur Gegenwart. Band 26, E. A. Seemann, Leipzig 1932, S. 538"
,tt,"Кече Комша — Русия территориясеннән ага торган елга. Архангельск өлкәсе, Коми Республикасы биләмәләрендә ага. Елга Комша елгасының уң ярына тамагыннан 16 км өстәрәк кушыла. Елга озынлыгы 11 км."
,bn,"মা-গ্চিগ-লাব-স্গ্রোন (তিব্বতি: མ་གཅིག་ལབ་སྒྲོན་, ওয়াইলি: Ma-gcig Lab-sgron) (১০৫৫-১১৪৯) তিব্বতী বৌদ্ধধর্মের ছেদ সাধনার একজন বিখ্যাত বৌদ্ধ শিক্ষিকা ও সাধিকা ছিলেন।"
,be,"Горбачевич К. С., Хабло Е. П. Почему так названы? О происхождении названий улиц, площадей, островов, рек и мостов Ленинграда. — 3-е изд., испр. и доп. — Л.: Лениздат, 1985. — С. 317. — 511 с."
,av,"1970 — Франсуа Мориак (р. 1885), французский писатель и поэт, лауреат Нобелевской премии 1952 года («Подросток былых времён», «Пустыня любви»)."
,tt,"Солабо-Яха — Русия территориясеннән ага торган елга. Ямал-Ненец АО биләмәләрендә ага. Елга Таб-Яха елгасына кушылып, аның кушылдыгы булып тора. Елга озынлыгы 15 км."
,tt,"Ича — Русия территориясеннән ага торган елга. Новосибирск өлкәсе, Омск өлкәсе биләмәләрендә ага. Елга ? елгасына кушылып, аның кушылдыгы булып тора. Елга озынлыгы 257 км."
,sl,"2014: Masquerade (NKrešimir Tomec, Igor Leonardi, Nermin Puškar - Igor Leonardi, Nermin Puškar, Lejla Delalić, Donna Osterc - NKrešimir Tomec) (z Nerminom Puškarjem)"
,tt,"820 (сигез йөз егерменче) ел — кәбисә ел, юлиан тәкъвим буенча якшәмбе көнне башлана. Бу безнең эраның 820 елы, I меңьеллыкның 820 елы, IX гасырның 20 елы, IX гасырның 2 унъеллыгының 10 елы, 820 елларның 1 елы. 820 елдан бирле 1198 ел үтте."
,tt,"Биредә климат уртача-континенталь. Төньяк Боз океаны якын булганлыктан һәм төньяктан исүче җилләрне тоткарлаучы таулар булмаганга, кыш озын һәм суык булып тора, шулай ук җәй көне дә нык суыта, кырау еш төшә ала."
,ku,"No kitab (HALÎN), kitabê hîkayeyanê R. Lezgînî yo diyîn o. Seke yeno zanitiş kirmanckî newe-newe yena nuştene. Edebîyatê kirmanckî, mavajîme hîna yew domano pîzez o. Eke nê edebîyatî miyan de cayê Roşanî ra bigêrîme bêguman cayê xo cayêke berz o. Kalîteya hîkayeyanê Roşanî kalîteya edebîyatê bînan yê dinya ra cêr niya. Yewna xusûsîyetê ey o bîn, Roşan tena hîkayenuştiş de ney şîîrnuştiş de kî (zî) gelek baş o. Mavajîme ciraamaye yo."
,la,"Daman'''' in William Stevenson Meyer et al., The Imperial Gazetteer of India (2a ed. 26 voll. Oxonii: Clarendon Press, 1908-1931) textus [ibi reperitur ''''the pargana of Nagar Havili'''']"
,es,"El Museo de Arte Contemporáneo de Niterói (Museu de Arte Contemporânea de Niterói), situado en la ciudad de Niterói, Estado de Río de Janeiro, Brasil, es una de las señales principales de la ciudad."
,tt,"Биредә климат уртача-континенталь. Төньяк Боз океаны якын булганлыктан һәм төньяктан исүче җилләрне тоткарлаучы таулар булмаганга, кыш озын һәм суык булып тора, шулай ук җәй көне дә нык суыта, кырау еш төшә ала."
,en,"International Tamil Film Awards Special Jury For Best Actress |- | Thirumalai | Swetha | Tamil |- | Tagore | Nandini (Nandu) | Telugu |- | Three Roses | Pooja | Tamil |- | rowspan=''''4'''' | 2004 | Arul | Kanmani Arulkumaran | Tamil |- | Perazhagan | Priya / Shenbagam | Tamil | Dual Role"
,yo,"Ileoba ile Bhutan (pípè /buːˈtɑːn/) je orile-ede tileyika ni Guusu Asia, to budo si apailaorun eti awon Oke Himalaya o si ni bode ni guusu, ilaorun ati iwoorun pelu orile-ede Olominira ile India ati ni ariwa pelu Tibet. Awon ara Bhutan n pe orile-ede won ni Druk Yul (Dzongkha: འབྲུག་ཡུལ་ 'drug yul) to tumo si ''''Ile Dragon'''' ni ede Tibet. Awon ara Bhutan je eya eniyan Tibet. Bakanna wo tun ni esin ati asa pelu awon ara Tibet."
,it,"La famiglia Pasquini fonda nel 1932, a Villa Basilica (LU), un'azienda cartaria che porterà alla fondazione di Cartiera Lucchese nel 1953 (fabbricazione di carte monolucide per imballaggi flessibili)."
,pt,"Prepotto é uma comuna italiana da região do Friuli-Venezia Giulia, província de Udine, com cerca de 899 habitantes. Estende-se por uma área de 33 km², tendo uma densidade populacional de 27 hab/km². Faz fronteira com Cividale del Friuli, Corno di Rosazzo, Dolegna del Collio (GO), San Leonardo, San Pietro al Natisone, Stregna."
,wa,"Il a scrît, metans, les romans: Viker (1992) (活着, Huózhe), XU Sanguan, li vindeu d' song (许三观卖血记, Xǔ Sānguān Mài Xuè Jì) (1995), Les frés (兄弟, Xiōng Dì) (2005), des noveles, ene såye (Li Tchine dins 10 mots, 十个词汇里的中国), evnd."
,tg,"Маркус Виникиус Сантос Миранда (португалӣ: Marcos Vinícius Santos Miranda; 6 марти 1992, Итабуна, Бразилия) — футболбози бразилӣ, дарвозабон."
,tt,"Ульяновка (Самар өлкәсе) Самар вакыты (Samara Time Zone, SAMT) сәгать поясында урнашкан. UTC белән аермасы +4:00 сәгать тәшкил итә. Мәскәү вакыты белән аермасы +1 сәгатьне тәшкил итә һәм Россиядә MSK+1 итеп күрсәтелә."
,tt,"Бердәм сайлаулар көнендә, ягъни 2014 елның 14 сентябрендә Русия Федерациясендә төрле дәрәҗәдәге сайлаулар узачак. Бу көндә 30 субъект башлыгы (11 план буенча һәм 19 вакытыннан алда) һәм 14 субъектта канун чыгару органнары вәкилләре сайланачак."
,tt,"Русия дәүләт су реестры мәгълүматы буенча елга Иртеш бассейн округында урнашкан. Кече елга бассейны — Иртеш елгасы кушылдыклары бассейны Ишем кушылганчы, елга бассейны — Иртеш."
,it,"(EN) Thaddäus Zajaczkowski: Johann Anton von Mikulicz-Radecki (1850–1905) – a pioneer of gastroscopy and modern surgery: his credit to urology. In: World Journal of Urology, 26 (2008), S. 75–86"
,es,"Esta obra contiene una traducción derivada de Pseudecheneis gracilis de Wikipedia en catalán, publicada por sus editores bajo la Licencia de documentación libre de GNU y la Licencia Creative Commons Atribución-CompartirIgual 3.0 Unported."
,ms,"i-Mobile TV626 dilengkapi dengan system pengoperasian N/A dan saiz bagi i-Mobile TV626 adalah 113.85 x 50 x 15.5mm. Dengan berat sekitar 110 gram , ia memiliki ketahanan selama 3 jam bual dan 250 bersedia."
,es,"Lugar de Realengo, de España, provincia y azobispado de Burgos, merindad de Montija, corregimiento de Villarcayo. Regidor Pedáneo, 27 vecinos, 126 habitantes y 1 parroquia."
,ms,"Rumah Kenwood (jug adigelar Iveagh Bequest) adalah sebuah bekas ruamh megah, di Hampstead, London, di perbatasan utara Hampstead Heath. Ia diurus oleh English Heritage."
,nn,"Pilot Corporation er ein produsent av skrivereidskapar. Pilot Corporation vart etablert i 1918, som Namiki Manufacturing Company og eig i dag fire fabrikkar i Japan, samt ein fabrikk i USA, Frankrike og Brasil. Selskapet har hovudsete i Tokyo."
,ca,"1957: “La causalidad en Geografía humana. Determinismo, posibilismo, probabilismo”, Estudios Geográficos, año XVIII, nº 67-68, págs. 273-308."
,la,"Thomassen, Bjørn 2006. Liminality. In Routledge Encyclopedia of Social Theory, ed. A. Harrington, B. Marshall, et H.-P. Müller, 322-323. Londinii: Routledge."
,av,"Дело в том, что там, где в книгах Нового Завета цитируется Ветхий Завет, эти цитаты чаще всего приводятся по греческому переводу Библии III—II вв. до н. э., именуемому, благодаря легенде о 70-ти переводчиках, Септуагинтой (по-гречески — семьдесят), а не по древнееврейскому тексту, принятому в иудаизме и именуемому учёными масоретским (по названию древних еврейских библеистов-богословов, упорядочивавших священные рукописи)."
,tt,"Анименың тарихы башы-XXнчы гасырда башлана, кайчан япон мультипликации белән беренче экспериментлар ясый башладылар , Көнбатышта табылган . Борынгы атаклы сакланган япония анимациясе — Katsudo Shashin сыла нибары 3 секунд."
,tt,"Саралы — Русия территориясеннән ага торган елга. Башкортстан биләмәләрендә ага. Елга Зур Шишеняк елгасына кушылып, аның кушылдыгы булып тора. Елга озынлыгы 15 км."
,qu,"Recuerde, esta enciclopedia es, más que nada, para la gente quechua-hablante, es decir, es un instrumento para comunicar conocimientos y para la difusión y conservación de un idioma que, paulatinamente, está en peligro de perder su verdadera importancia, tanto por culpa de la escasez de recursos didácticos y difusión, como son los libros y las páginas Web, publicados en lengua quechua. Escribiendo en esta enciclopedia, se contribuye a la preservación de la diversidad cultural y sobre todo se estimula el interés por aprender los idiomas de las culturas oriundas y originarias de América, como es el caso del quechua."
,tt,"Микроблар тотрыклы булу сәбәпле, зарарланган көтүлекләр еллар буена авыру чыганагы булып тора. Кеше авыруны зарарланган терлекне караганда, эшкәрткәндә, саклаганда, сатып алганда һәм башка очракларда йоктыра. Шуңа күрә дә очраклы урыннардан ветеринар-санитар экспертизасыз һәм ветеринар документларсыз терлекчелек продуктларын сатып алудан сак булыгыз! Еш кына намуссыз сатучылар бернинди тикшерү, документларсыз гына ит продукциясен сатып җибәрү җаен карыйлар. Мондый итне кулланганда авыру йоктыру куркынычы бик зур."
,tt,"Мечкор — Русия территориясеннән ага торган елга. Пермь крае биләмәләрендә ага. Елга Лопва елгасына кушылып, аның кушылдыгы булып тора. Елга озынлыгы 20 км."
,kv,"Шлыгина Н.В. Водь // Народы России: энциклопедия / Гл. ред. [[Тишков Валерий Александрович|В.А. Тишков]. — М.: Изд-во «Большая Российская энциклопедия», 1994. — С. 126—127. isbn=5-85270-082-7"
,co,"L'architittura hè a scenza - o, suvent'è certi , l'arti - d'urganizà u spaziu ind'eddu vivi l'essaru umanu. Di manera più simplici, si po dì chè l'archittitura cuncerna principalmenti u cuncipimentu è a custruzzioni di l'immobuli è di i zoni custruiti."
,tt,"Русия дәүләт су реестры мәгълүматы буенча елга Югары Об су бассейны округында урнашкан, су хуҗалыгы участогы — Томь елгасы, инештән Новокузнецк каласына чаклы, Кондома елгасын кертмичә,. Кече елга бассейны — Томь, елга бассейны — Об (өске өлеше) Иртеш кушылганга чаклы."
,da,"Ludo (Ludwig) Moritz Hartmann: Die wirtschaftlichen Anfänge Venedigs. I: Vierteljahrschrift für Wirtschafts- und Sozialgeschichte. Bd. 2, 1904, S. 434–442 (Online på www.digizeitschriften.de)."
,ku,"Ding bi ding her warameyîş û weniştişê raywanan, her hoke de ke otubuse fetilîyaynî yan zî her roşnê tirafîkî de ke firên kerdinî, êdî hereketanê dest û nîrîyayîşo rîtmîk ê gewdeyê xortî rê firsend ra yew xenîmet bi…"
,it,"Il gruppo produce carta di bassa grammatura per imballaggi flessibili e prodotti tissue in pura cellulosa e carta disinchiostrata, a logo Lucart, Grazie, Tenderly, Tutto, Fato, Velo, Smile o per private labels. Inoltre produce la materia prima per l'industria cartotecnica (sacchetti, carte da regalo, carte accoppiate a polietilene e alluminio, carte paraffinate). È il principale produttore europeo di carte monolucide sottili per imballaggi flessibili e tra i primi dieci di carta per uso igienico.Molto popolare la produzione di carta ecologica per la casa (tovaglioli, fazzoletti, carta igienica) a marchio Grazie Natural."
,tt,"Хәзерге көндә Microsoft Windows операцион системалары гаиләсе яши дип әйтсәк тә була. 1998 елда Windows 95-нең дәвамчысы булган Windows 98 юрамасы барлыкка килә. Бу операцион система мультимедианың иң яңа стандартларына һәм чараларынa — санлы видеога (DVD — Digital Versatile Disk) һәм санлы TV-га ярдәм итә, Интернетка керү шактый дәрәҗәдә гадиләштерелде. Internetran яңалыкларны яисә башка мәгълүматларны Эш өстәленә куелган актив каналлар буенча алу мөмкинлеге туды. 2000 елда Windows 2000 операцион системалар гаиләлеге уйлап табыла. ОС (Windows 2000 Professional) нигезе өстәл санаклары һәм мобиль санаклар өчен билгеләнгән, ул ике процессорный эшенә ярдәм итә."
,es,"El museo se encuentra ubicado en la antigua posada de Quintana de la Serena. Esta casa de construcción tradicional de Quintana, edificada entre finales del siglo XVII y principios del siglo XVIII, es uno de los mejores exponentes de arquitectura solariega de la comarca de La Serena. El dintel de la portada, ventanales, balconada, aleros, sillares del zócalo y de esquina son de cantería, de granito gris-Quintana.[7]​"
,ia,"TV3 es le principal canal de television de Televisió de Catalunya (Television de Catalonia), un interprisa pertinente a Corporació Catalana de Mitjans Audiovisuals. Illo es le secunde canal autonomic instaurate in Espania post Euskal Telebista e le prime in emitter tote su programmas in catalano."
,pt,"Marco Túlio Décula (em latim: Marcus Tullius Decula) foi um político da gente Túlia da República Romana eleito cônsul em 81 a.C. com Cneu Cornélio Dolabela, durante a ditadura de Lúcio Cornélio Sula."
,jv,"Pada 11 Oktober 2007, Meutya Hafid terpilih sebagai pemenang Penghargaan Jurnalistik Elizabeth O'Neill, dari pamaréntah Australia. Penghargaan ini dianugerahkan setiap taun untuk mengenang mantan Atase Pers Kedutaan Australia Elizabeth O’Neill, yang palastra dalam tugasnya pada 7 Maret 2007 dalam kecelakaan pesawat di Yogyakarta. Penghargaan diberikan kepada satu orang jurnalis Australia dan satu orang jurnalis Indonésia, diserahkan langsung olèh Duta Besar Australia untuk Indonésia Bill Farmer. Dari Australia, jurnalis ABC Radio Australia bernama Joanna McCarthy terpilih menjadi pemenang. Dengan kemenangan itu, Meutya menjalani program 3 minggu di laladan pedalaman untuk mengembangkan pengertian dan apresiasi lebih baik terhadap isu kontemporer yang dihadapi Australia dan Indonésia. Dubes Farmer menilai Meutya yang saat itu menjadi pembawa acara berita unggulan Metro TV dan acara perbincangan seperti Top Nine News, Today’s Dialogue dan Metro Hari ini, ya iku pilihan “paling tepat” sebagai pekerja keras, profesional dan jurnalis yang berdedikasi dengan pengalaman luar biyasa."
,de,"Die Geschlechtszellen. In: Oscar Hertwig: Handbuch der vergleichenden und experimentellen Entwickelungsgeschichte der Wirbeltiere. Erster Band, Erster Teil, Erste Hälfte, S. 86–476, erschienen 1901–1903, Gustav Fischer, Jena 1906 Digitalisat"
,it,"Emilio Cigoli in Il ritratto di Dorian Gray, Il fantasma e la signora Muir, Ambra, Eva contro Eva, La conquistatrice, Ivanhoe, Viaggio in Italia, Quel certo non so che, Quel tipo di donna, Salomone e la regina di Saba, Il villaggio dei dannati, I figli del capitano Grant, Uno sparo nel buio, Le avventure e gli amori di Moll Flanders, La casa dei sette camini, Il cigno nero, Il disonesto, Inferno nel deserto, Nelle tenebre della metropoli, La spia dei lancieri, Il ventaglio, Come prima meglio di prima, Quasi una truffa, La crociera del terrore, Il diabolico avventuriero, Quando la città dorme, Riccardo Cuor di Leone, Appuntamento col disonore, Ti ho visto uccidere e nelle riedizioni di I Lloyds di Londra, Il mercante di schiavi e Follia."
,tt,"Дмитриев В. Г. Скрывшие своё имя: (Из истории анонимов и псевдонимов) / Отв. ред. д-р филол. наук И. Г. Клабуновский; Академия наук СССР. — Изд. 2-е, доп. — М.: Наука, 1977. — 313 с. — (Литературоведение и языкознание). — 148 000 экз. (обл.) (1-е изд. — 1970)."
,bg,"(бразилско изд., Companhia das Letras, Sao Paulo,1995; френско изд., Seuil, Paris, 1996; испанско изд., Taurus, Madrid, 1996; германско изд., S.Fischer, Frankfurt am Main, 1966; американско изд., Harvard U.P., Cambridge, Mass. 1997; румънско изд., Istitutul European, Iasi, 2001; японско изд.; корейско изд.)."
,tt,"Зур Рассоха (Рассоха) — Русия территориясеннән ага торган елга. Пермь крае , Свердловск өлкәсе биләмәләрендә ага. Елганың тамагы Зур Ашап елгасының уң ярыннан 23 км ераклыкта урнашкан. Елга озынлыгы 11 км."
,en,"↑ Shieldsgazette.com 2009: Melanie Fiona could be next big thing. Shields Gazette. Johnston Press, 2009. augusztus 5. (Hozzáférés: 2010. április 18.)"
,ms,"Laut Pedalaman Seto: Barisan pegunungan di kawasan Chugoku dan Shikoku menghalangi jalur tiupan angin musim, sehingga kawasan ini sepanjang tahun beriklim sedang."
,tt,"Н.Д. Стахеев Алуштада дача өчен җир сатып алгач, шәһәрнең үсешенә зур өлеш кертә: шәһәрдә беренче театр, чиркәү каршындагы мәктәп, һөнәри укуханә биналарын, коену урыннарын төзетә. Диңгез пристанен, Алустон кирмәнен төзекләндерүгә акча бирә. Караңгы авыл булган Алушта Стахеев акчаларына тиз арада курорт шәһәрчегенә әверелә. Стахеевның Алуштадагы йорты (хәзер балалар иҗаты йорты) мигъмарият һәйкәле санала. Аны мигъмар Н.П. Краснов кечкенә кирмәнгә охшатып төзи. Әйләнә-тирәсен экзотик агачлар утыртылган гүзәл бакча бизи."
,hy,"Трушкин В. П. Рыцарь поэзии // Трушкин В. П. Литературный Иркутск. — Иркутск։ Вост.-Сиб. кн. изд-во, 1981. — С. 249—260. — 352 с. — 5000 экз."
,tt,"Ен-Юган — Русия территориясеннән ага торган елга. Ямал-Ненец АО, Хант-Манси АО биләмәләрендә ага. Елга Һул Хетта елгасының уң ярына тамагыннан 244 км өстәрәк кушыла. Елга озынлыгы 41 км."
,tt,"1878 (бер мең сигез йөз җитмеш сигезенче) ел — кәбисә булмаган ел, милади тәкъвим буенча сишәмбе көнне башлана. Бу безнең эраның 1878 елы, II меңьеллыкның 878 елы, XIX гасырның 78 елы, XIX гасырның 8 унъеллыгының 8 елы, 1870 елларның 9 елы. 1878 елдан бирле 140 ел үтте."
,gd,"Tha naoi baranachdan (Gaeilge: barúntacht) am broinn Mhaigh Eo: Buiríos Umhaill, Ceara, Cill Mheáin, Clann Mhuiris, Coistealaigh, Gaileanga, Iorras, Muraisc agus Tír Amhlaidh. A bharrachd air sin, tha 74 parraistean (ann an ceithir sgìreachdan-easpaig: Tuaim, Cill Ala, Achadh Conaire agus Cill Gaillimh) agus 3,424 bailtean fearainn sa chontae."
,id,"Walaupun ekonomi negara ini agak mundur, penduduk Argentina mempunyai kemampuan baca-tulis yang tinggi dibandingkan dengan kebanyakan negara lain di Amerika Selatan. Selain itu, negara ini boleh berbangga sebab melahirkan tiga pemenang Nobel dalam bidang sains: Luis F. Leloir, Bernardo Houssay dan César Milstein."
,lt,"Населенные пункты Калининградской области и их прежние названия = Ortsnamenverzeichnis Gebiet Kaliningrad (nordliches Ostpreussen) / Сост. Е. Вебер. – Калининград: Нахтигаль, 1993."
,id,"Sekalipun demikian, Injil ini tidak semata-mata untuk orang Yahudi. Seperti amanat Yesus sendiri, Injil Matius pada hakikatnya ditujukan kepada seluruh gereja, serta dengan saksama menyatakan lingkup universal Injil (misalnya Matius 2:1-12; Mat 8:11-12; Mat 13:38; Mat 21:43; Mat 28:18-20). Secara umum, kitab ini bertemakan Yesus, Raja Mesianis."
,tt,"895 (сигез йөз туксан бишенче) ел — кәбисә булмаган ел, юлиан тәкъвим буенча чәршәмбе көнне башлана. Бу безнең эраның 895 елы, I меңьеллыкның 895 елы, IX гасырның 95 елы, IX гасырның 10 унъеллыгының 5 елы, 890 елларның 6 елы. 895 елдан бирле 1123 ел үтте."
